ID_CONVOCATORIA,NME_CONVOCATORIA,ANO_CONVO,ID_PRODUCTO_PD,NME_CLASE_PD,NME_TIPO_MEDICION_PD,NME_TIPOLOGIA_PD,ID_TIPO_PD_MED,NME_CATEGORIA_PD,FCREACION_PD,NME_PRODUCTO_PD,COD_GRUPO_GR,NME_GRUPO_GR,ID_PERSONA_PD,year
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001149440-26,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,09/01/2011,Electrolytic removal of nitrate and potassium from wheat leachate using a four compartment electrolytic cell,COL0003919,Modelación de Partículas y Procesos,0001149440,2011
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000995347-16,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,09/01/2014,Glicosaminoglicanos como posibles reguladores de inflamación durante la malaria placentaria,COL0063489,Grupo de Investigaciones Biomédicas UniRemington,0000995347,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000443913-9,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/09/2012,Estabilidad de antocianinas y valores de capacidad de absorbancia de radicales oxígeno (ORAC) de extractos acuosos de corozo (Bactris guineensis),COL0163897,Fenómenos de Superficie - Michael Polanyi,0000443913,2012
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000004910-25705,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2011,Association of nymphs and adults of Ephemeroptera (Insecta) using the amplified fragment length polymorphism (AFLP) technique,COL0013586,Manejo integrado de plagas- Disciplina de Entomología,0000004910,2011
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000791849-7,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,07/01/2010,Implementación en sistemas embebidos de la Transformada Discreta de Hartley,COL0053581,"Automática, Electrónica y Ciencias Computacionales",0000791849,2010
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000022543-113,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,06/01/2013,The public good dilemma of a non-renewable common resource: a look at the facts of artisanal gold mining,COL0062393,Ciencias de la Decision,0000022543,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001357872-3,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/06/2014,NIETZSCHE Y EL PROBLEMA DEL ARTE EN EL ORIGEN DE LA TRAGEDIA,COL0032385,"Filosofia, educación y pedagogía",0001357872,2014
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000099058-119,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2008,"Seroprevalencia de Leptospira spp. en grupos de población de Villavicencio, Colombia",COL0040233,GRUPO DE INVESTIGACIÓN EN REPRODUCCIÓN Y GENÉTICA ANIMAL (GIRGA),0000099058,2008
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000436500-160,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/12/2007,Photocatalysis of orange 84 reactive dye using a sunlight collector,COL0078455,G-3IN,0000000000,2007
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000756580-67,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,02/01/2010,"A taxonomic revision of the Paramo Tapaculo Scytalopus canus Chapman (Aves: Rhinocryptidae), with description of a new subspecies from Ecuador and Peru",COL0074634,Biología Evolutiva de Vertebrados,0000756580,2010
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000173410-52,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,05/01/2009,State downsizing as a determinant of infant mortality and achievement of Millennium Development Goal 4,COL0007014,Gestión y políticas de salud,0000173410,2009
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000310247-45,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/01/2017,Análisis de Fitoesteroles en la Semilla de Persea americana Miller (var. Lorena) por Cromatografía de Gases y Cromatografía Líquida de Alta Eficiencia,COL0017379,OLEOQUIMICA,0000310247,2017
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000170100-21,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,07/01/2015,"Anti-americanismo, pro-americanismo y sentido común en América Latina",COL0157479,Estudios Internacionales,0000000000,2015
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000172855-290,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/09/2018,"New species of Euplocania Enderlein (Psocodea: ¿Psocoptera¿: Psocomorpha), in three species groups, from Colombia and Ecuador",COL0008826,Grupo de Investigaciones Entomológicas,0000172855,2018
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001015486-21,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2017,Análisis jurídico y situacional sobre el uso y conservación del agua en Popayán.,COL0156696,Grupo Interdisciplinario en Ciencias Sociales y Humanas,0001015486,2017
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000614238-22,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,12/01/2014,LAS PRÁCTICAS PEDAGÓGICAS Y LA INCLUSIÓN EDUCATIVA,COL0108198,Grupo de Investigación en Estudios Sociales y Pedagogía para la Paz (GIESPPAZ),0000614238,2014
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000745839-33,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/10/2006,Biorremediation for shoreline cleanup: in situ vs. on site treatments.,COL0020329,"GRESIA Grupo de Investigacion en Recursos, Ecologìa, Desarrollo Sostenible e Ingenieria Ambiental",0000745839,2006
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000281719-166,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/11/2018,"Evaluation of the Starch Quantification Methods of Musa paradisiaca, Manihot esculenta, and Dioscorea trífida Using Factorial Experiment",COL0008469,Grupo de Fisicoquimica Organica,0000281719,2018
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000546810-3,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,06/01/2013,Propuesta de atención del paciente con úlceras por presión a través del proceso de atención de enfermería,COL0146822,Grupo de Investigacion la Práctica de Enfermeria en el Contexto Social,0000546810,2013
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000246212-176,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,09/01/2010,Analysis of Electrical Industrial Systems Using Probabilistic Networks,COL0017469,Potencia y Energía,0000246212,2010
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001069594-34,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,12/01/2012,Érase una vez muchas Cenicientas: cómo leer el modelo femenino del siglo XX desde las películas norteamericanas de la Cenicienta,COL0056699,"Historia, Trabajo, Sociedad y Cultura",0001069594,2012
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000141429-254,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/02/2014,Impact of carbapenem resistance on clinical and economic outcomes among patients with Acinetobacter baumannii infection in Colombia,COL0003703,Economía de la Salud,0000141429,2014
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000008621-73,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,06/01/2014,Eficacia del método de inmunocromatografia en heces para el diagnóstico de Helicobacter pylori en pacientes con dispepsia.,COL0069358,Grupo de Investigaciones Biomédicas y de Genética Humana Aplicada - GIBGA,0000008621,2014
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000491195-12,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,09/01/2013,Sedación y analgesia con bolos de xilazina y morfina en infusión continua en una yegua criolla colombiana sometida a ovarioectomía en estación.,COL0038665,INCA-CES,0000491195,2013
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000005467-64,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,05/01/2014,A SEARCH FOR POINT SOURCES OF EeV PHOTONS,COL0010279,Grupo de Investigación en Relatividad y Gravitación,0000005467,2014
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000313629-21,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,06/01/2013,Oral health and welfare state regimes: a cross-national analysis of European countries.,COL0063855,Grupo de Equidad en Salud,0000313629,2013
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001552769-6,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2015,"Aspirations, Prospect Theory and entrepreneurship: evidence from Colombia",COL0015286,Psicología del Consumidor,0000000000,2015
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000010707-30740,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/08/2013,Biomarcadores genéticos de los sistemas MHC/HLA-DRB1* y PTPN22 asociados a enfermedad reumática: Artritis idiopática juvenil y Artritis reumatoide de instalación temprana,COL0011329,Grupo de investigación en Inmunología y Biología Molecular,0000010707,2013
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000286281-66,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,08/01/2014,"Efficacy of yogurt drink with added plant stanol esters (Benecol®, Colanta) in reducing total and LDL cholesterol in subjects with moderate hypercholesterolemia: a randomized placebo-controlled",COL0059709,Epidemiología y Bioestadística,0000286281,2014
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000978205-28,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,05/01/2011,Current status of Chagas disease chemotherapy,COL0050229,Investigacion en Ciencias Biomedicas,0000978205,2011
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001490905-4,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/10/2016,"First confirmed records of the rare Short-eared Bat, Cyttarops alecto Thomas, 1913 (Chiroptera: Emballonuridae), from the Orinoco Llanos of Colombia",COL0170649,Investigaciones Territoriales para el Uso y Conservación de la Biodiversidad,0001490905,2016
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000838160-18,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2007,Das elektrochemische rauschen in der korrosionprufung bestimmung kritischer lochkorrosionstemperaturen,COL0011035,Grupo de Superficies Electroquimica y Corrosión,0000000000,2007
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000198773-131,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,03/01/2012,Comportamiento sustentable y educación arnbiental: una visión desde las prácticas culturales,COL0015286,Psicología del Consumidor,0000198773,2012
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001373018-8,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/07/2012,Baselines for Natural Language Processing Tasks Based on Soft Cardinality Spectra,COL0025148,LABORATORIO DE INVESTIGACIÓN EN SISTEMAS INTELIGENTES - LISI,0001373018,2012
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000105210-30689,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/12/2012,Chemical composition and antifungal activity of Piper auritum Kunth and Piper holtonii C.DC. against phytopathogenic fungi.,COL0052289,Química de los Productos Naturales y los Alimentos,0000105210,2012
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001088254-2,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,09/01/2011,Formación de habilidades y actitudes de pensamiento crítico en ambientes virtuales de aprendizaje en la educación universitaria: una revisión bibliográfica,COL0027975,CIBEREDUCACIÓN FUNDACIÓN UNIVERSITARIA CATÓLICA DEL NORTE,0000000000,2011
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000477095-91,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2011,Cytodiagnosis trends at the animal pathology laboratory of the University of Antioquia,COL0001262,CENTAURO,0000477095,2011
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000387070-89,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2012,Acoustic displacement triangle based on the individual element test,COL0009458,Grupo de Investigación en Bioingeniería (GIB) CES - EAFIT,0000387070,2012
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000244511-12,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,03/01/2015,TRANSPORTE DE MATERIA ORGÁNICA A LO LARGO DE UN RÍO TROPICAL DE MONTAÑA EN LA SIERRA NEVADA DE SANTA MARTA (COLOMBIA),COL0122123,GRUPO DE INVESTIGACIÓN EN ECOLOGÍA NEOTROPICAL (GIEN),0000244511,2015
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000674591-25,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2007,Beach recreation planning using video-derived coastal state indicators,COL0069699,OCEANICOS - Grupo de Oceanografía e Ingeniería Costera de la Universidad Nacional,0000674591,2007
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000002313-25944,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/06/2012,Caracterización reológica de dos salsas alimenticias,COL0005609,GIPAB (Grupo de Investigación en Ingeniería de los Procesos Agroalimentarios y Biotecnológicos),0000002313,2012
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001530771-46,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/12/2015,Obesity and Functioning Among Individuals with Chronic Obstructive Pulmonary Disease (COPD),COL0146528,Neumologia Ocupacional y Ambiental,0001530771,2015
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000328600-88,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2013,"Health risk behavior pattern among students from Cartagena, Colombia: prevalence and associated variables",COL0039976,Cuidado a la salud de los colectivos,0000328600,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000939960-37,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/05/2012,Compresión medular por goma sifi lítica intraespinal en un paciente. Caso clínico,COL0096927,Grupo de investigación FASAPROIN (facultad de salud con proyección investigativa),0000939960,2012
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000176354-200,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,06/01/2014,"Determinantes sociales de la salud y discapacidad, Tunja 2012",COL0071605,MUEVETE CARIBE,0000176354,2014
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000035769-17756,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,12/01/2010,Evaluating state performance. A critical view of state failure and fragility indexes,COL0011465,Grupo de investigación sobre Conflicto e instituciones en una perspectiva comparada - IEPRI-UN,0000035769,2010
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000009568-15,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/09/2014,SELLO Y RASGOS DISTINTIVOS DEL EGRESADO DEL PROGRAMA DE LA FACULTAD DE DERECHO DE LA UNIVERSIDAD DE LA COSTA - CUC,COL0067003,"GRUPO DE INVESTIGACIÓN EN DERECHO, POLÍTICA Y SOCIEDAD",0000009568,2014
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000167061-56,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,03/01/2013,Evaluating Colombian Clostridium spp. strains hydrogen production using glycerol as substrate,COL0003688,Grupo de Estudios y Aplicaciones en Ingeniería Mecánica GEAMEC,0000167061,2013
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000787175-103,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2014,Evaluation of the fertilizing capacity of compost in nursery oil palm (Elaeis guineensis JACQ),COL0137494,Grupo de Investigación en Agricultura Biológica,0000787175,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001571032-40,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2018,The interplay between sharing behavior and beliefs about others in children.,COL0171558,Cerebro y Cognición Social,0001571032,2018
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000008370-24846,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,07/01/2016,Search for heavy resonances decaying to two Higgs bosons in final states containing four b quarks,COL0005879,GRUPO DE FISICA DE ALTAS ENERGIAS DE LA UNIVERSIDAD DE LOS ANDES,0000008370,2016
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000097527-43,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,04/01/2011,A numerical simulation model to facilitate the understanding of the properties of a diffraction grating,COL0054696,Grupo de investigaciones en Biotecnologia,0000097527,2011
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000090085-58,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2013,"Percepción sobre el derecho a la salud en la población usuaria de Assbasalud Manizales, 2009 - 2010",COL0030756,Desarrollo Humano,0000090085,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001472203-5,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2015,"La estructura de capital en las medianas empresas del departamento de Boyacá, Colombia",COL0107314,Grupo de Estudios en Información Contable y Control,0001472203,2015
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000288470-17,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,02/01/2014,Temozolomide down-regulates P-glycoprotein in human blood-brain barrier cells by disrupting Wnt3 signaling,COL0052065,Bio-Bio,0000288470,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000246689-283,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/09/2018,An Uncertainty-Aware Visual System for Image Pre-Processing,COL0028865,"IMAGINE:  Computación Visual, I+D+i",0000246689,2018
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000277444-83,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,11/01/2016,Analysis of the Vorticity in the Near Wake of a Station Wagon,COL0005539,GIAP,0000277444,2016
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001573217-18,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,08/01/2015,Newtonian CAFE: a new ideal MHD code to study the solar atmosphere,COL0010279,Grupo de Investigación en Relatividad y Gravitación,0001573217,2015
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000429465-33,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,06/01/2014,Potencialidades medicinales de los géneros Furcraea y Agave,COL0045347,Grupo Interdisciplinario de Investigacion en Salud-Enfermedad,0000429465,2014
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000001015-26683,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2007,Electrical conductivity relaxation in PVOH-LiClO4-Al2O3,COL0016597,Transiciones de Fase en Sistemas no Metálicos,0000001015,2007
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000190420-232,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/01/2017,DETERMINACION DE CAPSAICINA MEDIANTE CROMATOGRAFIA LIQUIDA DE ALTA RESOLUCION (HPLC-PDA) EN LA ESPECIE Capsicum frutescens,COL0014869,Procesos y Agro Industrias  de Vegetales (GIPAVE),0000190420,2017
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000217344-73,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,07/01/2013,Prototipo informático para extracción de recursos digitales sobre Internet,COL0032222,GIIRA,0000217344,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000094706-253,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/10/2014,A Fairness Load Balancing Algorithm in HWN Using a Multihoming Strategy,COL0058219,COMIT - Comunicaciones y Tecnología de Información,0000094706,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000806196-146,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/07/2016,Golden Rule of Wages,COL0008299,Grupo de Estudios Sobre Desarrollo Económico,0000806196,2016
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000248088-30,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,07/01/2014,Consorcio microbiano nativo con actividad catalítica para remoción de índigo y surfactantes en agua residual industrial textil a través de una matriz de inmovilización,COL0150398,Grupo Kimera,0000248088,2014
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000150479-54,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/03/2013,Determinantes sociales de la salud y discapacidad: caso Santiago de Cali,COL0017039,Cuerpo Movimiento,0000150479,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000918512-188,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/12/2014,Propuesta para la reducción de los tiempos improductivos en Dugotex S.A,COL0098485,GINTECPRO,0000918512,2014
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000207098-216,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,11/01/2014,Multi-objective transmission expansion planning considering multiple generation scenarios,COL0014707,Planeamiento en Sistemas Eléctricos,0000207098,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000372021-220,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/05/2016,Exploring Occluded Compounds and Their Interactions with Asphaltene Networks Using High-Resolution Mass Spectrometry,COL0002107,Centro de Estudios e Investigaciones Ambientales,0000372021,2016
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0001350962-48,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,06/01/2013,The Family of Log-Skew-Normal Alpha-Power Distributions using Precipitation Data,COL0037336,Procesos Estocásticos,0001350962,2013
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000009962-33197,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2010,Chemical composition and antioxidant activity of essential oils isolated from Colombian plants,COL0135847,Centro de Cromatografía y Espectrometría de Masas CROM-MASS,0000009962,2010
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001242555-59,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,12/01/2012,El movimiento gnóstico cristiano universal de Colombia: un movimiento esotérico internacional nacido en Colombia,COL0054936,Artes y Modelos de Pensamiento,0001242555,2012
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000009067-30869,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,04/01/2011,Salivary levels of matrix metalloproteinase (MMP)-9 and tissue inhibitor of matrix metalloproteinase (TIMP)-1: a pilot study about the relationship with periodontal status and MMP-9 (-1562C/T) gene promoter polymorphism,COL0010074,"Grupo de Investigación en Patología Oral, Periodoncia y Cirugía Alvéolo-Dentaria-POPCAD",0000009067,2011
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001369912-14,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2018,Estimating the Causal Impact of Proximity to Gold and Copper Mines on Respiratory Diseases in Chilean Children: An Application of Targeted Maximum Likelihood Estimation,COL0186139,Observatorio Demográfico y Epidemiológico del área Andina-ODEAN,0001369912,2018
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0001406069-10,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,06/01/2014,Las conmemoraciones noticiosas en la prensa colombiana: rememorando la toma a Mitú,COL0024338,Grupo de estudios sobre identidades y prácticas de poder,0001406069,2014
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000382981-107,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2013,"Aspectos clínicos, cirúrgicos e epidemiológicos da luxação de patela em cães atendidos no Hospital Veterinário, no período de janeiro de 2000 a julho de 2010: estudo retrospectivo",COL0071051,Terapia Regenerativa,0000382981,2013
