ID_CONVOCATORIA,NME_CONVOCATORIA,ANO_CONVO,ID_PRODUCTO_PD,NME_CLASE_PD,NME_TIPO_MEDICION_PD,NME_TIPOLOGIA_PD,ID_TIPO_PD_MED,NME_CATEGORIA_PD,FCREACION_PD,NME_PRODUCTO_PD,COD_GRUPO_GR,NME_GRUPO_GR,ID_PERSONA_PD,year
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0001280619-30,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,06/01/2009,Array-CGH Reveals Recurrent Genomic Changes in Merkel Cell Carcinoma Including Amplification of L-Myc,COL0019499,Dermatología,0001280619,2009
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000298689-112,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,06/01/2014,Reproducción del camarón rosado Farfantepenaeus notialis (Decapoda: Penaeidae) en el Caribe colombiano,COL0036446,CIENCIA Y TECNOLOGÍA PESQUERA TROPICAL  (CITEPT),0000298689,2014
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000458015-6,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,09/01/2007,THE LARVAE OF TEINOPODAGRION CAQUETANUM DE MARMELS AND T. VALLENATUM DE MARMELS (ZYGOPTERA: MEGAPODAGRIONIDAE),COL0025569,BIODIVERSIDAD DEL CARIBE COLOMBIANO,0000458015,2007
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0001125966-18,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/03/2009,Characterization of productive system of tomato (Solanum lycopersicum L.) in producing zones of Colombia,COL0011779,HORTICULTURA,0001125966,2009
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001473491-29,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,07/01/2014,El trato especial y diferenciado en el sistema de solución de diferencias de la OMC como oportunidad para el ejercicio del derecho al desarrollo,COL0104429,Grupo de Investigación en Derecho Internacional,0001473491,2014
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000284793-64,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2013,Determinantes de los Planes Estratégicos de los Sistemas de Información en las Pymes colombianas: caso Santiago de Cali - Colombia,COL0007391,Grupo Humanismo y Gestión,0000284793,2013
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000026948-20904,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/01/2012,A Review of DAN2 (Dynamic Architecture for Artificial Neural Networks) Model in Time Series Forecasting,COL0043351,Big Data y Data Analytics,0000026948,2012
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000173410-43,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/09/2015,Revisión de enfoques académicos en salud global: un marco analítico,COL0007014,Gestión y políticas de salud,0000173410,2015
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000423351-72,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,10/01/2009,"Diseño y aplicación de una unidad didáctica para la enseñanza aprendizaje del concepto de disoluciones, apoyada en un simulador de cultivos hidropónicos",COL0076666,GREECE,0000000000,2009
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001182358-19,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/07/2015,Hallazgos nefro-urológicos postnatales de pacientes con diagnóstico prenatal de hidronefrosis evaluados en un hospital de cuarto nivel de complejidad,COL0058784,Grupo de Investigación Clínica en Enfermedades del Niño y del Adolescente - Pediaciencias,0001182358,2015
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000370479-226,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/07/2016,Alternative electrocoagulation for livestock wastewater treatment,COL0022745,"Grupo de Aguas, Química Aplicada y Ambiental",0000370479,2016
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000086320-30444,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/10/2017,Zika virus and autoimmunity. One-step forward.,COL0092392,CENTRO DE ESTUDIO DE ENFERMEDADES AUTOINMUNES - CREA,0000086320,2017
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000417874-2,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2011,MODELO DE CÁLCULO DE LOS PARÁMETROS TÉCNICOS DE LAS LÍNEAS ELÉCTRICAS DE BAJA TENSIÓN SUBTERRÁNEAS E INSTALACIONES INTERNAS PARA USO EN TELECOMUNICACIONES,COL0018134,Metis,0000417874,2011
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000034126-22,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/12/2012,Lactic acid production via cassava-flour-hydrolysate fermentation,COL0066991,Grupo de Biotransformación,0000034126,2012
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0001126938-11,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,05/01/2009,PCN35 COST-EFFECTIVENESS OF HUMAN PAPILLOMAVIRUS VACCINE IN COLOMBIA IN 2007,COL0070528,Epidemiologia y Evaluacion en Salud Publica,0001126938,2009
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000230090-110,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,12/01/2011,Crop management based on field observations: Case studies in sugarcane and coffee,COL0068539,"""Agricultura Especifica por Sitio""",0000230090,2011
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000010499-24041,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2008,OWNERSHIP AND CONTROL IN COLOMBIAN CORPORATIONS,COL0087436,Estudios en finanzas y economía financiera,0000010499,2008
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000873438-75,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/10/2015,Generación de señales para sistemas radio sobre fibra basados en combinación óptica,COL0059244,Grupo de Radiación Electromagnética y Comunicaciones Ópticas - GRECO (LIMER),0000873438,2015
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000976490-5,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2013,Las representaciones sociales de la violencia en las relaciones de pareja en Medellín en el siglo XXI. Social representations of Intimate partner violence in Medellin in XXI century.,COL0014206,Observatorio de la Salud Pública,0000976490,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001013378-16,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2017,Beliefs of pre-service teachers about english language teaching: course and practice,COL0042096,Didáctica de las Lenguas,0001013378,2017
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000635324-8,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2015,Kojibiose ameliorates arachidic acid-induced liver alterations in hyperglycemic rats,COL0072747,"Biotecnología, Calidad Medioambiental y Seguridad Agroalimentaria (BICAMSA)",0000635324,2015
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0001395913-5,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,06/01/2013,Type II diabetes mellitus and menopause: a multinational study,COL0071623,SALUD DE LA MUJER,0001395913,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000487856-59,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/10/2016,A model for estimating windbreak carbon within COMET-Farm,COL0036642,AGROFORESTERÍA Y RECURSOS NATURALES,0000487856,2016
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0001115790-8,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,06/01/2011,Realidad virtual: análisis del marco teórico para explorar nuevos modelos de comunicación,COL0025513,"Comunicación, organización y política",0001115790,2011
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000001274-50,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2016,"Síndrome infantil de muerte súbita: el riesgo que afrontan los lactantes en Bogotá, D.C., Colombia",COL0166315,MEDICINA RACIONAL,0000001274,2016
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000163872-148,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/12/2015,Obediencia judicial y administrativa de los precedentes de las Altas Cortes en Colombia: dos concepciones del fin y uso de la jurisprudencia como fuente del derecho,COL0003285,Derecho Público,0000163872,2015
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000317861-33,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/04/2011,Antimicrobial Cu-functionalized surfaces prepared by bipolar asymmetric DC-pulsed magnetron sputtering (DCP),COL0010136,Grupo de Investigación en Procesos Avanzados para Tratamientos Biológicos y Químicos-GAOX,0000317861,2011
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0001395913-22,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,12/01/2013,Hypoactive Sexual Desire Disorder (HSDD) in Climacteric Afro-descendant women,COL0071623,SALUD DE LA MUJER,0001395913,2013
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000985937-39,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/06/2010,Biotechnological process for the production of chitin from the fungus Ganoderma lucidum,COL0001084,Biotecnología,0000985937,2010
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000077046-138,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/07/2015,"Riqueza genérica y distribución de Elmidae (Insecta: Coleoptera, Byrrhoidea) en el departamento del Valle del Cauca, Colombia",COL0008826,Grupo de Investigaciones Entomológicas,0000077046,2015
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000500712-66,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,07/01/2014,Del desconocimiento a la contextualizaciòn: una mirada al género como categoría analítica,COL0082556,Grupo de Investigación en Ciencias Militares,0000500712,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001531399-8,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/12/2016,Impacto clínico de la contaminación aérea,COL0075598,Biología de Sistemas,0001531399,2016
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000050156-32221,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,03/01/2010,Mechanisms of relaxation induced by flavonoid ayanin in isolated aorta rings from Wistar rats,COL0064459,GRUPO DE INVESTIGACIONES EN FARMACOLOGÍA MOLECULAR (FARMOL),0000050156,2010
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000139998-112,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,03/01/2011,Proposal for a rational classification of neck dissections.,COL0017834,PATOLOGIA QUIRURGICA US,0000139998,2011
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001312006-35,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2012,"""Las conversaciones en las organizaciones: Reto investigativo ante la evidencia de los paradigmas presentes""",COL0066427,Entre Otros,0001312006,2012
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000395013-28,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,07/01/2014,Efecto del tratamiento termico en la morfologia y conductividad térmica de cenizas volantes de la combustión de carbón,COL0065958,"INTEGRIDAD Y EVALUACION DE MATERIALES ""GIEM""",0000395013,2014
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000171638-56,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2010,Fibonacci lattice points,COL0017217,"Álgebra, Teoría de Números y Aplicaciones: ERM",0000171638,2010
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000510610-24,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2008,Modeling of electron cyclotron resonance acceleration in a stationary magnetic field,COL0005369,Física y Tecnología del Plasma y Corrosión,0000510610,2008
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000572527-7,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,03/01/2010,Diseño de cuestionarios de frecuencias de consumo para estudiar la relación dieta-cáncer en Colombia,COL0031243,Salud Pública y Epidemiología del Cáncer,0000572527,2010
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000240478-101,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/11/2015,Oxy-fuel combustion as an alternative for increasing lime production in rotary kilns,COL0184519,Dinámicas de Flujo y Transporte en Medios Porosos,0000240478,2015
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001464729-22,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/05/2017,DETERMINANTS OF TOBACCO CONSUMPTION IN POPULATION OVER 50 YEARS OLD AFFILIATED TO A COLOMBIAN GOVERNMENT SUBSIDIZED HEALTH INSURER.,COL0198589,Grupo de Investigación Fundovida -GISFUN-,0001464729,2017
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000876623-69,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/12/2015,EFECTO DE LOS ERRORES EN LA INSEMINACIÓN ARTIFICIAL CON SEMEN CONGELADO SOBRE LA MORFOFISIOLOGIA ESPERMATICA BOVINA,COL0076002,producciòn en ciencia animal - PROCA -,0000876623,2015
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001341599-2,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,12/01/2010,"Reseña exposición: ""Caprichos Bogotanos: facha-das de la ciudad contemporánea""",COL0055835,Centro de Estudios Interdisciplinarios para el Desarrollo,0000000000,2010
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000343838-227,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,03/01/2014,Automatic detection of invasive ductal carcinoma in whole slide images with convolutional neural networks,COL0070189,Algoritmos y Combinatoria (ALGOS-UN),0000343838,2014
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000327433-31,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2012,A cluster randomized controlled trial of hand rubs for prevention of infectious diseases among children in Colombia,COL0032821,Centro de Estudios e Investigación en Salud -CEIS-,0000327433,2012
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000838160-21,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2007,Der faktor zeit bei der ausbildung und entwicklung der passivschicht an der atmosphare,COL0011035,Grupo de Superficies Electroquimica y Corrosión,0000000000,2007
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000044067-9,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,12/01/2012,Obtención de biocombustibles producto de la pirólisis rápida de residuos de la palma africana (Elaeis guineensis Jacq),COL0008076,Grupo de Energía y Termodinámica,0000044067,2012
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000485985-57,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/12/2018,Evaluación de la calidad fisiológica de las semillas de Linum usitatissimum L. con la prueba de tetrazolio,COL0049444,"GRUPO DE INVESTIGACION EN CIENCIAS BIOLOGICAS ""MAJUMBA""",0000485985,2018
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000334146-36,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/08/2016,High-Resolution Molecular Typing of Trypanosoma cruzi in 2 Large Outbreaks of Acute Chagas Disease in Colombia,COL0007865,Biología y Control de Enfermedades Infecciosas,0000334146,2016
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000185469-115,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,04/01/2012,Ontología del mundo de la vida y crisis de la racionalidad,COL0008432,Grupo de Fenomenología y Teoría Crítica de la Sociedad,0000185469,2012
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000152145-43,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,11/01/2008,Rosuvastatin to Prevent Vascular Events in Men and Women with Elevated C-Reactive Protein,COL0045848,Epidemiología molecular de enfermedades endocrinas,0000152145,2008
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001440109-511,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/02/2016,Coinfection of Trypanosoma cruzi and Mycobacterium tuberculosis in a patient from Colombia,COL0060361,SALUD PÚBLICA E INFECCIÓN,0001440109,2016
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000296252-28,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,05/01/2013,INFLUENCE OF BALL MILLING PROCESS ON STRUCTURAL AND MAGNETIC PROPERTIES OF La0.7Sr0.3MnO3 MANGANITE,COL0008138,Grupo de Estado Sólido,0000000000,2013
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001438870-9,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,04/01/2014,Human Urinary Exosomes as Innate Immune Effectors,COL0123372,Grupo de Investigaciones en Biomodelos,0001438870,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001537026-56,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/12/2014,One hundred and seventy-five new species of Graphidaceae: closing the gap or a drop in the bucket?,COL0113679,Grupo Colombiano de Liquenología GCOL,0001537026,2014
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000951919-31,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2014,Phosphorus recovery through struvite precipitation from wastewater: effect of the competitive ions,COL0015393,Química de Recursos Energéticos y Medio Ambiente,0000951919,2014
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000337269-162,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/05/2011,Fish farming of native species in Colombia: current situation and perspectives,COL0041965,GRITOX - Grupo de Investigación sobre Reproducción y Toxicología de Organismos Acuáticos,0000337269,2011
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000001791-73,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/11/2016,A personal knowledge management metamodel based on semantic analysis and social information,COL0032222,GIIRA,0000001791,2016
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000125285-10,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/12/2018,"Calidad educativa: engranaje entre la gestión del conocimiento, la gestión educativa, la innovación y los ambientes de aprendizaje",COL0130779,Trabajo de Llano,0000125285,2018
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000482234-12,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2009,"Factores predictores del consumo de tabaco entre adolescentes del Colegio Universitario Santiago de Cali, 2005",COL0002555,Cisalva - Instituto de investigación y desarrollo en prevención de violencia y promocion de la convivencia social,0000000000,2009
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000001058-31637,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,11/01/2011,Non-approximated numerical modeling of propagation of light in any state of spatial coherence,COL0014135,OPTICA Y PROCESAMIENTO OPTO-DIGITAL,0000001058,2011
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001053515-182,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/09/2017,De la mariposa a la tormenta: Análisis de los comentarios de los lectores en la red a textos argumentativos irónicos,COL0048563,Didáctica de la Lengua Materna y la Literatura -DiLeMa,0001053515,2017
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000008370-24518,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2011,Search for WH associated production in 5.3 fb-1 of pp&#772; collisions at the Fermilab Tevatron,COL0005879,GRUPO DE FISICA DE ALTAS ENERGIAS DE LA UNIVERSIDAD DE LOS ANDES,0000008370,2011
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000193364-43,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,10/01/2013,Statistical texture model for mass detection in mammography,COL0039045,"GEPAR-Grupo de Electrónica de Potencia, Automatización y Robótica",0000193364,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000154547-52,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/08/2012,An Inside Look at Active Transportation in Bogotá: A Qualitative Study,COL0058828,Medicina preventiva y social,0000154547,2012
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000162906-59,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,12/01/2014,LA DISPOSICIÓN A APLICAR ESTANDARES EN EMPRESAS PRODUCTORAS DE HORTALIZAS EN EL NOROESTE DE MÉXICO,COL0035387,Observatorio de Precios y Costos Agrarios de la Zona Noroccidental del Caribe Colombiano,0000162906,2014
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0001337624-4,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,10/01/2008,Computing exact solutions for some fifth KDV equations with forcing term,COL0074877,"Grupo de Investigación en Matemáticas, Física y Computación-FIZMAKO",0001337624,2008
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0001487290-7,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2014,Gait of A Biped Robot Implemented on A Fpga,COL0065804,VOLTA - GMCDP,0001487290,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001388809-64,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/05/2015,Factores explicativos de las intenciones emprendedoras en estudiantes universitarios,COL0085271,Ciencias Administrativas,0001388809,2015
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000095893-3902,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/12/2013,Adsorción simple y competitiva de iones metálicos zinc y cadmio sobre carbón activado a partir de semillas Mucunna deeringiana,COL0007838,Grupo de Calorimetría,0000095893,2013
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000589241-15,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,03/01/2012,Taxing Sin Goods and Subsidizing Health Care,COL0011278,Grupo de investigaciones. Facultad de Economía. Universidad del Rosario,0000000000,2012
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000187518-323,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,06/01/2016,Lógicas dominantes en la formulación de políticas y organización de servicios que inciden en el acceso a la rehabilitación integral,COL0135702,"Discapacidad, Políticas y Justicia Social.",0000187518,2016
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000266760-306,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2014,MANEJO DE LA PUDRICIÓN RADICAL (Phytophthora cinnamomi RANDS) DEL AGUACATE (Persea americana LINNEO),COL0032705,Fitotecnia,0000266760,2014
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000000590-87,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/01/2007,&#61558;	Influence of nitrogen gas pressure on plume-plasma and chemical bonding of carbon nitride films synthesized by pulsed laser deposition,COL0010842,Grupo de Películas Delgadas,0000000590,2007
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000408050-23,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/12/2014,"Biomasa de rotíferos de dos embalses con diferentes estados tróficos (Antioquia, Colombia) y su relación con algunas variables limnológicas",COL0013263,Limnología Básica y Experimental y Biología y Taxonomía Marina,0000408050,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000144240-203,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/07/2018,Approximate Capacity Region of the Two-User Gaussian Interference Channel with Noisy Channel-Output Feedback,COL0081165,Grupo de Radio e InALámbricas,0000144240,2018
